Age,Occupation,Annual_Income,Credit_Score
45,6,60572.7,60
45,6,60572.7,60
45,6,60572.7,60
40,7,14208.865,1
40,7,14208.865,1
40,7,14208.865,1
40,7,14208.865,1
40,7,14208.865,1
40,7,14208.865,1
40,7,14208.865,1
40,7,14208.865,1
32,7,35836.84,60
32,7,35836.84,60
32,7,35836.84,60
32,7,35836.84,60
32,7,35836.84,60
32,7,35836.84,60
32,7,35836.84,60
33,7,35836.84,60
18,3,20083.06,0
18,3,20083.06,0
18,3,20083.06,0
18,3,20083.06,0
18,3,20083.06,0
18,3,20083.06,0
18,3,20083.06,60
18,3,20083.06,0
34,7,2611.38,60
34,7,2611.38,1
34,7,2611.38,1
34,7,2611.38,60
34,7,2611.38,60
34,7,2611.38,60
34,7,2611.38,60
34,7,2611.38,60
41,1,14144.48,0
42,1,14144.48,0
42,1,14144.48,0
42,1,14144.48,0
42,1,14144.48,60
42,1,14144.48,0
42,1,14144.48,0
42,1,14144.48,0
54,11,122008.59,1
55,11,122008.59,1
55,11,122008.59,1
55,11,122008.59,1
55,11,122008.59,1
55,11,122008.59,1
55,11,122008.59,1
55,11,122008.59,1
44,1,11956.285,60
44,1,11956.285,60
44,1,11956.285,60
44,1,11956.285,60
44,1,11956.285,60
44,1,11956.285,60
44,1,11956.285,60
44,1,11956.285,60
38,6,20949.58,60
38,6,20949.58,60
38,6,20949.58,60
39,6,20949.58,60
39,6,20949.58,60
39,6,20949.58,60
39,6,20949.58,60
39,6,20949.58,60
34,13,18096.155,60
34,13,18096.155,60
34,13,18096.155,60
34,13,18096.155,60
34,13,18096.155,60
34,13,18096.155,60
34,13,18096.155,60
34,13,18096.155,60
23,13,37788.3,1
23,13,37788.3,1
23,13,37788.3,1
23,13,37788.3,1
24,13,37788.3,1
24,13,37788.3,1
24,13,37788.3,1
24,13,37788.3,1
33,5,120955.92,60
34,5,120955.92,60
34,5,120955.92,60
34,5,120955.92,0
34,5,120955.92,0
34,5,120955.92,0
34,5,120955.92,60
34,5,120955.92,0
20,15,27983.07,60
20,15,27983.07,60
20,15,27983.07,60
20,15,27983.07,60
20,15,27983.07,60
20,15,27983.07,60
20,15,27983.07,60
20,15,27983.07,60
46,4,56987.92,1
46,4,56987.92,1
46,4,56987.92,1
46,4,56987.92,60
46,4,56987.92,1
47,4,56987.92,60
47,4,56987.92,60
47,4,56987.92,1
24,7,1552.34,60
24,7,1552.34,60
24,7,1552.34,60
24,7,1552.34,60
25,7,1552.34,60
25,7,1552.34,60
25,7,1552.34,60
25,7,1552.34,60
30,10,16838.82,60
30,10,16838.82,60
30,10,16838.82,60
30,10,16838.82,1
31,10,16838.82,60
31,10,16838.82,1
31,10,16838.82,60
31,10,16838.82,60
14,13,592.02,60
14,13,592.02,60
14,13,592.02,60
14,13,592.02,1
14,13,592.02,1
15,13,592.02,1
15,13,592.02,1
15,13,592.02,1
29,15,29695.58,1
29,15,29695.58,60
29,15,29695.58,1
29,15,29695.58,60
29,15,29695.58,60
30,15,29695.58,1
30,15,29695.58,1
30,15,29695.58,1
21,1,85667.7,1
22,1,85667.7,1
22,1,85667.7,1
22,1,85667.7,1
22,1,85667.7,1
22,1,85667.7,1
22,1,85667.7,1
22,1,85667.7,1
39,12,83386.52,60
39,12,83386.52,60
39,12,83386.52,60
39,12,83386.52,60
39,12,83386.52,60
39,12,83386.52,60
39,12,83386.52,60
39,12,83386.52,60
36,11,10299.565,0
36,11,10299.565,0
36,11,10299.565,0
36,11,10299.565,0
36,11,10299.565,0
36,11,10299.565,60
36,11,10299.565,60
37,11,10299.565,60
24,6,73871.92,0
24,6,73871.92,0
24,6,73871.92,0
24,6,73871.92,60
24,6,73871.92,60
24,6,73871.92,60
24,6,73871.92,60
24,6,73871.92,60
19,2,29353.04,0
19,2,29353.04,0
19,2,29353.04,0
19,2,29353.04,0
19,2,29353.04,0
19,2,29353.04,0
19,2,29353.04,0
19,2,29353.04,0
40,9,43700.61,1
40,9,43700.61,1
40,9,43700.61,1
40,9,43700.61,1
40,9,43700.61,1
40,9,43700.61,1
40,9,43700.61,1
40,9,43700.61,60
29,3,16471.35,0
29,3,16471.35,0
29,3,16471.35,0
29,3,16471.35,0
29,3,16471.35,60
29,3,16471.35,0
29,3,16471.35,0
29,3,16471.35,60
23,7,65187.34,60
23,7,65187.34,60
23,7,65187.34,60
23,7,65187.34,60
23,7,65187.34,60
23,7,65187.34,60
23,7,65187.34,60
23,7,65187.34,60
40,14,29661.64,60
40,14,29661.64,60
40,14,29661.64,60
40,14,29661.64,60
40,14,29661.64,60
40,14,29661.64,60
40,14,29661.64,1
40,14,29661.64,1
23,14,101912.13,1
23,14,101912.13,1
24,14,101912.13,1
24,14,101912.13,1
24,14,101912.13,1
24,14,101912.13,60
24,14,101912.13,1
24,14,101912.13,1
40,15,65454.42,60
40,15,65454.42,60
40,15,65454.42,60
40,15,65454.42,60
40,15,65454.42,60
40,15,65454.42,60
40,15,65454.42,0
40,15,65454.42,0
43,13,20397.26,60
42,13,20397.26,60
42,13,20397.26,60
42,13,20397.26,60
42,13,20397.26,60
43,13,20397.26,60
43,13,20397.26,60
43,13,20397.26,60
18,8,38760.82,1
18,8,38760.82,1
18,8,38760.82,1
18,8,38760.82,60
18,8,38760.82,1
18,8,38760.82,1
19,8,38760.82,1
19,8,38760.82,1
38,15,37131.02,60
38,15,37131.02,1
38,15,37131.02,1
38,15,37131.02,1
38,15,37131.02,1
38,15,37131.02,1
38,15,37131.02,1
38,15,37131.02,60
23,10,140254.28,1
23,10,140254.28,60
23,10,140254.28,60
23,10,140254.28,1
23,10,140254.28,1
23,10,140254.28,1
23,10,140254.28,1
23,10,140254.28,1
44,12,21484.035,0
44,12,21484.035,0
44,12,21484.035,0
44,12,21484.035,0
44,12,21484.035,0
44,12,21484.035,60
45,12,21484.035,0
44,12,21484.035,0
22,2,1771.19,60
22,2,1771.19,0
22,2,1771.19,0
22,2,1771.19,0
22,2,1771.19,0
23,2,1771.19,0
23,2,1771.19,0
23,2,1771.19,60
35,7,21145.595,0
36,7,21145.595,0
36,7,21145.595,0
35,7,21145.595,0
35,7,21145.595,60
36,7,21145.595,0
36,7,21145.595,0
36,7,21145.595,0
20,2,125491.64,60
20,2,125491.64,1
20,2,125491.64,1
20,2,125491.64,1
20,2,125491.64,1
20,2,125491.64,1
21,2,125491.64,1
21,2,125491.64,1
35,5,36722.84,60
36,5,36722.84,0
36,5,36722.84,0
36,5,36722.84,0
36,5,36722.84,60
36,5,36722.84,0
36,5,36722.84,0
36,5,36722.84,0
28,12,15687.44,0
28,12,15687.44,0
28,12,15687.44,0
28,12,15687.44,0
28,12,15687.44,0
28,12,15687.44,0
28,12,15687.44,0
28,12,15687.44,60
42,6,7304.925,0
42,6,7304.925,0
42,6,7304.925,60
42,6,7304.925,60
43,6,7304.925,0
43,6,7304.925,0
43,6,7304.925,0
43,6,7304.925,0
20,9,18921.78,60
20,9,18921.78,60
20,9,18921.78,0
20,9,18921.78,60
20,9,18921.78,60
20,9,18921.78,60
20,9,18921.78,0
20,9,18921.78,0
33,15,122942.28,1
33,15,122942.28,1
33,15,122942.28,1
33,15,122942.28,1
33,15,122942.28,1
33,15,122942.28,1
33,15,122942.28,1
33,15,122942.28,1
25,3,42021.7,60
25,3,42021.7,60
25,3,42021.7,60
26,3,42021.7,60
25,3,42021.7,60
25,3,42021.7,60
26,3,42021.7,60
26,3,42021.7,60
16,7,85915.32,60
16,7,85915.32,60
16,7,85915.32,60
16,7,85915.32,60
16,7,85915.32,60
16,7,85915.32,60
16,7,85915.32,60
16,7,85915.32,60
28,13,142177.84,1
28,13,142177.84,1
28,13,142177.84,1
28,13,142177.84,1
28,13,142177.84,1
28,13,142177.84,60
28,13,142177.84,60
29,13,142177.84,60
47,2,27814.63,0
47,2,27814.63,0
47,2,27814.63,0
47,2,27814.63,0
47,2,27814.63,0
47,2,27814.63,0
47,2,27814.63,0
47,2,27814.63,0
34,3,49995.18,0
34,3,49995.18,0
34,3,49995.18,0
34,3,49995.18,0
34,3,49995.18,0
34,3,49995.18,0
34,3,49995.18,0
34,3,49995.18,0
29,2,34480.2,60
29,2,34480.2,60
29,2,34480.2,60
29,2,34480.2,60
29,2,34480.2,60
29,2,34480.2,60
29,2,34480.2,60
30,2,34480.2,60
54,8,130688.56,1
54,8,130688.56,1
55,8,130688.56,1
55,8,130688.56,1
55,8,130688.56,1
55,8,130688.56,60
55,8,130688.56,60
55,8,130688.56,1
29,5,15656.82,0
29,5,15656.82,60
30,5,15656.82,0
30,5,15656.82,60
30,5,15656.82,60
30,5,15656.82,0
30,5,15656.82,0
30,5,15656.82,0
14,3,30118.94,0
14,3,30118.94,0
15,3,30118.94,0
15,3,30118.94,0
15,3,30118.94,0
15,3,30118.94,60
15,3,30118.94,60
15,3,30118.94,0
23,2,17975.32,0
23,2,17975.32,0
23,2,17975.32,0
23,2,17975.32,0
23,2,17975.32,0
23,2,17975.32,0
23,2,17975.32,60
24,2,17975.32,0
52,14,20871.42,1
52,14,20871.42,1
52,14,20871.42,1
52,14,20871.42,60
52,14,20871.42,60
52,14,20871.42,60
52,14,20871.42,60
52,14,20871.42,60
43,14,30257.02,0
43,14,30257.02,0
43,14,30257.02,0
43,14,30257.02,0
43,14,30257.02,0
43,14,30257.02,0
43,14,30257.02,0
43,14,30257.02,0
25,1,28406.16,60
25,1,28406.16,0
25,1,28406.16,0
25,1,28406.16,60
25,1,28406.16,60
25,1,28406.16,0
25,1,28406.16,60
25,1,28406.16,60
43,5,99565.36,60
43,5,99565.36,60
43,5,99565.36,60
43,5,99565.36,60
43,5,99565.36,60
43,5,99565.36,60
43,5,99565.36,1
43,5,99565.36,60
16,1,1817.72,0
16,1,1817.72,0
16,1,1817.72,0
16,1,1817.72,60
16,1,1817.72,60
16,1,1817.72,0
16,1,1817.72,0
16,1,1817.72,0
20,6,58698.08,60
20,6,58698.08,1
20,6,58698.08,1
21,6,58698.08,60
20,6,58698.08,60
21,6,58698.08,60
21,6,58698.08,60
21,6,58698.08,60
28,1,31461.84,60
28,1,31461.84,60
28,1,31461.84,60
29,1,31461.84,60
29,1,31461.84,60
29,1,31461.84,60
29,1,31461.84,60
29,1,31461.84,60
29,10,71677.59,60
29,10,71677.59,60
29,10,71677.59,60
29,10,71677.59,60
29,10,71677.59,60
30,10,71677.59,60
30,10,71677.59,60
30,10,71677.59,60
21,15,17856.72,0
21,15,17856.72,0
21,15,17856.72,0
21,15,17856.72,0
21,15,17856.72,0
21,15,17856.72,0
21,15,17856.72,0
21,15,17856.72,0
43,5,44080.04,60
43,5,44080.04,60
43,5,44080.04,0
43,5,44080.04,0
43,5,44080.04,0
43,5,44080.04,0
43,5,44080.04,60
43,5,44080.04,60
19,10,77519.04,60
19,10,77519.04,60
19,10,77519.04,60
19,10,77519.04,1
19,10,77519.04,1
20,10,77519.04,1
20,10,77519.04,1
20,10,77519.04,1
28,10,29281.94,60
28,10,29281.94,0
28,10,29281.94,60
28,10,29281.94,0
28,10,29281.94,0
29,10,29281.94,0
29,10,29281.94,60
29,10,29281.94,60
34,12,101954.94,0
34,12,101954.94,0
35,12,101954.94,0
35,12,101954.94,0
35,12,101954.94,0
35,12,101954.94,60
35,12,101954.94,0
35,12,101954.94,0
34,10,87932.96,1
34,10,87932.96,1
34,10,87932.96,1
34,10,87932.96,1
34,10,87932.96,60
34,10,87932.96,1
34,10,87932.96,1
34,10,87932.96,1
47,1,31557.73,0
48,1,31557.73,0
48,1,31557.73,60
48,1,31557.73,0
48,1,31557.73,0
48,1,31557.73,0
48,1,31557.73,0
48,1,31557.73,0
1,8,12830.84,0
1,8,12830.84,0
1,8,12830.84,0
51,8,12830.84,0
51,8,12830.84,60
51,8,12830.84,0
51,8,12830.84,0
51,8,12830.84,0
19,14,61887.2,60
19,14,61887.2,60
20,14,61887.2,60
20,14,61887.2,60
20,14,61887.2,60
20,14,61887.2,60
20,14,61887.2,60
20,14,61887.2,60
15,12,10320.67,0
15,12,10320.67,0
15,12,10320.67,0
15,12,10320.67,60
15,12,10320.67,60
15,12,10320.67,60
16,12,10320.67,60
15,12,10320.67,60
18,1,32594.76,1
18,1,32594.76,1
18,1,32594.76,1
18,1,32594.76,60
18,1,32594.76,60
18,1,32594.76,60
18,1,32594.76,1
18,1,32594.76,1
54,14,61669.47,60
54,14,61669.47,60
54,14,61669.47,60
54,14,61669.47,60
54,14,61669.47,60
54,14,61669.47,60
54,14,61669.47,60
54,14,61669.47,60
34,2,34514.51,60
34,2,34514.51,60
34,2,34514.51,60
34,2,34514.51,60
34,2,34514.51,60
34,2,34514.51,60
34,2,34514.51,0
35,2,34514.51,0
28,1,85589.68,60
28,1,85589.68,60
28,1,85589.68,60
28,1,85589.68,1
28,1,85589.68,1
28,1,85589.68,1
28,1,85589.68,1
28,1,85589.68,1
49,14,21053.37,0
49,14,21053.37,0
49,14,21053.37,0
49,14,21053.37,0
1,14,21053.37,0
1,14,21053.37,0
1,14,21053.37,0
1,14,21053.37,0
32,9,14542.1,0
32,9,14542.1,0
32,9,14542.1,60
32,9,14542.1,0
32,9,14542.1,0
32,9,14542.1,0
33,9,14542.1,0
33,9,14542.1,0
41,11,111896.16,60
40,11,111896.16,60
40,11,111896.16,60
40,11,111896.16,60
40,11,111896.16,60
40,11,111896.16,60
41,11,111896.16,60
41,11,111896.16,60
42,5,7064.385,0
42,5,7064.385,0
42,5,7064.385,0
42,5,7064.385,0
42,5,7064.385,0
42,5,7064.385,0
42,5,7064.385,0
42,5,7064.385,0
35,4,72588.99,60
35,4,72588.99,60
35,4,72588.99,60
35,4,72588.99,1
35,4,72588.99,1
35,4,72588.99,1
35,4,72588.99,1
35,4,72588.99,60
25,1,60585.08,0
26,1,60585.08,0
26,1,60585.08,0
26,1,60585.08,0
26,1,60585.08,0
26,1,60585.08,0
26,1,60585.08,60
26,1,60585.08,0
28,12,52949.07,0
28,12,52949.07,0
28,12,52949.07,0
28,12,52949.07,0
28,12,52949.07,0
28,12,52949.07,0
29,12,52949.07,0
29,12,52949.07,0
15,9,15444.74,0
15,9,15444.74,0
15,9,15444.74,0
15,9,15444.74,0
15,9,15444.74,0
15,9,15444.74,0
15,9,15444.74,0
15,9,15444.74,0
49,15,28446.58,1
49,15,28446.58,1
49,15,28446.58,1
49,15,28446.58,1
49,15,28446.58,1
49,15,28446.58,1
49,15,28446.58,1
1,15,28446.58,1
17,2,16532.33,60
17,2,16532.33,60
18,2,16532.33,60
18,2,16532.33,60
18,2,16532.33,60
18,2,16532.33,60
18,2,16532.33,60
18,2,16532.33,60
55,1,17032.785,1
55,1,17032.785,1
55,1,17032.785,1
55,1,17032.785,60
55,1,17032.785,60
55,1,17032.785,60
55,1,17032.785,60
55,1,17032.785,60
27,6,30261.67,1
27,6,30261.67,1
27,6,30261.67,1
27,6,30261.67,60
28,6,30261.67,1
28,6,30261.67,1
28,6,30261.67,1
28,6,30261.67,1
17,9,35853.56,60
17,9,35853.56,60
17,9,35853.56,0
18,9,35853.56,0
17,9,35853.56,0
17,9,35853.56,0
18,9,35853.56,0
18,9,35853.56,0
36,15,52979.4,60
36,15,52979.4,0
36,15,52979.4,0
36,15,52979.4,0
36,15,52979.4,0
36,15,52979.4,0
36,15,52979.4,0
36,15,52979.4,0
32,11,58637.34,60
32,11,58637.34,60
32,11,58637.34,60
32,11,58637.34,60
32,11,58637.34,60
32,11,58637.34,60
32,11,58637.34,60
32,11,58637.34,60
30,2,53106.54,0
30,2,53106.54,60
31,2,53106.54,0
31,2,53106.54,0
31,2,53106.54,0
31,2,53106.54,0
31,2,53106.54,0
31,2,53106.54,0
14,10,73085.96,0
14,10,73085.96,0
14,10,73085.96,0
14,10,73085.96,0
14,10,73085.96,0
14,10,73085.96,0
14,10,73085.96,0
14,10,73085.96,0
52,6,32029.98,1
53,6,32029.98,1
53,6,32029.98,1
53,6,32029.98,60
53,6,32029.98,1
53,6,32029.98,1
53,6,32029.98,1
53,6,32029.98,1
55,8,71424.57,1
55,8,71424.57,1
55,8,71424.57,60
55,8,71424.57,1
55,8,71424.57,1
55,8,71424.57,1
55,8,71424.57,1
55,8,71424.57,1
25,13,12985.715,60
25,13,12985.715,60
25,13,12985.715,60
25,13,12985.715,60
25,13,12985.715,60
25,13,12985.715,60
25,13,12985.715,60
26,13,12985.715,60
54,3,41821.27,60
54,3,41821.27,60
54,3,41821.27,1
54,3,41821.27,1
54,3,41821.27,1
54,3,41821.27,1
54,3,41821.27,1
54,3,41821.27,60
28,4,60116.7,0
28,4,60116.7,60
28,4,60116.7,0
29,4,60116.7,0
29,4,60116.7,0
29,4,60116.7,0
29,4,60116.7,0
29,4,60116.7,0
40,3,96562.8,1
40,3,96562.8,1
40,3,96562.8,60
40,3,96562.8,1
40,3,96562.8,1
40,3,96562.8,1
40,3,96562.8,1
40,3,96562.8,1
37,3,18721.3,0
37,3,18721.3,0
37,3,18721.3,0
38,3,18721.3,60
38,3,18721.3,60
38,3,18721.3,60
38,3,18721.3,60
38,3,18721.3,60
38,14,31633.94,60
38,14,31633.94,0
38,14,31633.94,0
38,14,31633.94,0
38,14,31633.94,0
38,14,31633.94,0
38,14,31633.94,0
38,14,31633.94,0
20,13,173968.96,60
20,13,173968.96,60
20,13,173968.96,60
20,13,173968.96,1
20,13,173968.96,1
20,13,173968.96,1
20,13,173968.96,60
21,13,173968.96,60
45,4,33928.38,60
45,4,33928.38,60
45,4,33928.38,60
45,4,33928.38,60
45,4,33928.38,60
45,4,33928.38,60
46,4,33928.38,0
46,4,33928.38,0
40,10,123847.04,60
40,10,123847.04,1
40,10,123847.04,1
40,10,123847.04,60
40,10,123847.04,60
40,10,123847.04,60
40,10,123847.04,1
40,10,123847.04,1
25,2,34447.49,1
25,2,34447.49,1
25,2,34447.49,1
25,2,34447.49,1
25,2,34447.49,1
25,2,34447.49,1
26,2,34447.49,1
26,2,34447.49,1
48,15,83483.96,60
48,15,83483.96,0
48,15,83483.96,0
48,15,83483.96,60
48,15,83483.96,60
48,15,83483.96,60
48,15,83483.96,60
49,15,83483.96,60
42,15,9754.75,0
42,15,9754.75,0
42,15,9754.75,0
42,15,9754.75,60
42,15,9754.75,60
43,15,9754.75,60
43,15,9754.75,60
43,15,9754.75,60
28,7,1173.54,60
28,7,1173.54,60
28,7,1173.54,60
28,7,1173.54,0
28,7,1173.54,0
28,7,1173.54,0
28,7,1173.54,0
28,7,1173.54,0
31,15,15627.72,60
31,15,15627.72,60
31,15,15627.72,60
31,15,15627.72,1
31,15,15627.72,1
31,15,15627.72,1
31,15,15627.72,60
31,15,15627.72,60
38,9,97575.9,60
38,9,97575.9,60
38,9,97575.9,60
38,9,97575.9,60
38,9,97575.9,60
39,9,97575.9,60
39,9,97575.9,60
39,9,97575.9,60
37,15,64397.88,60
37,15,64397.88,60
37,15,64397.88,60
37,15,64397.88,60
37,15,64397.88,60
37,15,64397.88,60
37,15,64397.88,60
37,15,64397.88,60
21,2,23952.07,60
20,2,23952.07,60
21,2,23952.07,60
21,2,23952.07,60
21,2,23952.07,60
21,2,23952.07,60
21,2,23952.07,60
21,2,23952.07,60
29,8,105565.65,60
29,8,105565.65,60
29,8,105565.65,60
29,8,105565.65,60
29,8,105565.65,60
29,8,105565.65,60
29,8,105565.65,60
29,8,105565.65,60
26,9,145934.16,0
26,9,145934.16,60
26,9,145934.16,60
26,9,145934.16,0
26,9,145934.16,0
26,9,145934.16,0
26,9,145934.16,60
27,9,145934.16,60
25,12,68171.55,60
25,12,68171.55,60
25,12,68171.55,60
25,12,68171.55,60
25,12,68171.55,60
25,12,68171.55,60
25,12,68171.55,60
25,12,68171.55,60
29,7,9599.265,0
30,7,9599.265,0
30,7,9599.265,0
30,7,9599.265,0
30,7,9599.265,60
30,7,9599.265,0
30,7,9599.265,0
30,7,9599.265,0
41,11,61796.92,0
41,11,61796.92,0
41,11,61796.92,0
41,11,61796.92,0
41,11,61796.92,0
41,11,61796.92,0
41,11,61796.92,0
41,11,61796.92,0
43,7,20133.61,0
43,7,20133.61,0
43,7,20133.61,0
43,7,20133.61,0
43,7,20133.61,0
43,7,20133.61,60
43,7,20133.61,60
43,7,20133.61,60
41,9,8406.375,0
41,9,8406.375,0
41,9,8406.375,0
41,9,8406.375,0
41,9,8406.375,0
41,9,8406.375,0
41,9,8406.375,60
41,9,8406.375,60
18,9,71368.6,60
18,9,71368.6,60
18,9,71368.6,60
18,9,71368.6,60
18,9,71368.6,60
18,9,71368.6,60
18,9,71368.6,60
19,9,71368.6,1
30,10,100914.39,60
30,10,100914.39,60
30,10,100914.39,60
30,10,100914.39,60
30,10,100914.39,60
30,10,100914.39,60
30,10,100914.39,60
30,10,100914.39,60
27,6,9903.36,1
28,6,9903.36,1
28,6,9903.36,1
28,6,9903.36,1
28,6,9903.36,1
28,6,9903.36,1
28,6,9903.36,1
28,6,9903.36,60
40,1,119827.08,60
40,1,119827.08,60
40,1,119827.08,60
40,1,119827.08,60
40,1,119827.08,60
41,1,119827.08,60
41,1,119827.08,60
41,1,119827.08,60
32,12,39232.16,0
32,12,39232.16,0
32,12,39232.16,0
32,12,39232.16,0
32,12,39232.16,60
33,12,39232.16,0
33,12,39232.16,0
33,12,39232.16,0
36,8,1950.31,60
36,8,1950.31,60
36,8,1950.31,60
36,8,1950.31,60
36,8,1950.31,60
36,8,1950.31,60
36,8,1950.31,60
36,8,1950.31,60
49,11,8313.12,1
49,11,8313.12,1
49,11,8313.12,1
49,11,8313.12,1
49,11,8313.12,1
1,11,8313.12,1
1,11,8313.12,1
1,11,8313.12,1
52,11,143372.68,60
52,11,143372.68,60
52,11,143372.68,60
52,11,143372.68,60
52,11,143372.68,60
52,11,143372.68,1
52,11,143372.68,1
52,11,143372.68,1
1,13,131617.4,60
1,13,131617.4,60
51,13,131617.4,60
51,13,131617.4,60
51,13,131617.4,60
51,13,131617.4,60
51,13,131617.4,60
51,13,131617.4,0
20,13,1154.47,60
21,13,1154.47,0
20,13,1154.47,0
21,13,1154.47,0
21,13,1154.47,0
21,13,1154.47,0
21,13,1154.47,60
21,13,1154.47,60
1,12,18268.61,60
1,12,18268.61,60
1,12,18268.61,60
1,12,18268.61,1
1,12,18268.61,1
1,12,18268.61,1
1,12,18268.61,60
1,12,18268.61,60
24,2,142152.48,60
24,2,142152.48,60
25,2,142152.48,60
25,2,142152.48,1
25,2,142152.48,1
25,2,142152.48,1
25,2,142152.48,1
25,2,142152.48,1
39,9,20138.945,1
39,9,20138.945,1
39,9,20138.945,1
39,9,20138.945,60
39,9,20138.945,1
39,9,20138.945,1
40,9,20138.945,1
40,9,20138.945,1
47,1,144468.72,1
48,1,144468.72,1
48,1,144468.72,60
48,1,144468.72,1
48,1,144468.72,1
48,1,144468.72,1
48,1,144468.72,60
48,1,144468.72,60
16,5,41086.4,60
17,5,41086.4,60
17,5,41086.4,60
17,5,41086.4,60
17,5,41086.4,60
17,5,41086.4,60
17,5,41086.4,60
17,5,41086.4,60
41,13,4117.12,60
41,13,4117.12,60
42,13,4117.12,60
42,13,4117.12,60
42,13,4117.12,60
42,13,4117.12,60
42,13,4117.12,60
42,13,4117.12,60
23,2,58942.6,0
23,2,58942.6,0
23,2,58942.6,0
23,2,58942.6,0
23,2,58942.6,0
23,2,58942.6,0
23,2,58942.6,0
24,2,58942.6,0
44,9,121719,60
44,9,121719,60
44,9,121719,60
44,9,121719,60
45,9,121719,60
45,9,121719,60
45,9,121719,0
45,9,121719,0
52,9,33815.65,1
52,9,33815.65,1
52,9,33815.65,1
53,9,33815.65,1
53,9,33815.65,1
53,9,33815.65,1
53,9,33815.65,60
53,9,33815.65,1
37,6,42769.78,60
37,6,42769.78,60
37,6,42769.78,60
37,6,42769.78,1
37,6,42769.78,1
37,6,42769.78,1
37,6,42769.78,1
37,6,42769.78,1
41,6,20474.27,60
41,6,20474.27,60
41,6,20474.27,60
42,6,20474.27,0
42,6,20474.27,0
42,6,20474.27,0
42,6,20474.27,0
42,6,20474.27,0
40,13,38894.06,0
40,13,38894.06,0
40,13,38894.06,0
41,13,38894.06,0
41,13,38894.06,0
41,13,38894.06,0
41,13,38894.06,0
41,13,38894.06,60
28,6,72140.07,60
28,6,72140.07,60
28,6,72140.07,60
28,6,72140.07,60
28,6,72140.07,60
28,6,72140.07,60
28,6,72140.07,60
28,6,72140.07,60
24,4,11866.345,60
24,4,11866.345,60
24,4,11866.345,60
24,4,11866.345,60
24,4,11866.345,60
24,4,11866.345,60
24,4,11866.345,60
24,4,11866.345,60
34,8,83359.08,60
34,8,83359.08,60
35,8,83359.08,60
35,8,83359.08,1
35,8,83359.08,1
35,8,83359.08,1
35,8,83359.08,1
35,8,83359.08,1
49,4,44747.54,60
49,4,44747.54,1
49,4,44747.54,1
49,4,44747.54,1
49,4,44747.54,1
49,4,44747.54,1
49,4,44747.54,1
49,4,44747.54,1
53,10,102630,1
54,10,102630,1
54,10,102630,1
54,10,102630,60
54,10,102630,1
54,10,102630,1
54,10,102630,1
54,10,102630,1
29,13,52595.46,0
29,13,52595.46,0
30,13,52595.46,60
30,13,52595.46,60
30,13,52595.46,60
30,13,52595.46,0
30,13,52595.46,0
30,13,52595.46,0
34,1,101462.64,60
34,1,101462.64,60
34,1,101462.64,60
34,1,101462.64,60
34,1,101462.64,0
34,1,101462.64,0
34,1,101462.64,0
34,1,101462.64,0
19,12,77930.28,0
19,12,77930.28,0
19,12,77930.28,60
19,12,77930.28,0
19,12,77930.28,0
19,12,77930.28,0
20,12,77930.28,0
20,12,77930.28,60
34,7,15688.25,60
34,7,15688.25,60
34,7,15688.25,60
34,7,15688.25,60
34,7,15688.25,60
34,7,15688.25,60
34,7,15688.25,60
34,7,15688.25,60
15,4,56510.8,0
16,4,56510.8,0
15,4,56510.8,0
16,4,56510.8,0
16,4,56510.8,0
16,4,56510.8,60
16,4,56510.8,0
16,4,56510.8,0
53,13,42048.24,60
53,13,42048.24,1
53,13,42048.24,1
53,13,42048.24,1
53,13,42048.24,1
53,13,42048.24,1
54,13,42048.24,1
54,13,42048.24,1
21,14,136680.12,1
21,14,136680.12,1
21,14,136680.12,1
21,14,136680.12,1
21,14,136680.12,60
21,14,136680.12,60
22,14,136680.12,1
22,14,136680.12,1
37,2,9339.455,60
37,2,9339.455,60
37,2,9339.455,60
37,2,9339.455,60
37,2,9339.455,60
37,2,9339.455,60
37,2,9339.455,60
37,2,9339.455,60
47,9,108172.29,1
47,9,108172.29,1
47,9,108172.29,1
47,9,108172.29,1
47,9,108172.29,1
47,9,108172.29,1
47,9,108172.29,1
47,9,108172.29,1
26,10,97003.11,60
26,10,97003.11,60
27,10,97003.11,60
27,10,97003.11,60
27,10,97003.11,60
27,10,97003.11,60
27,10,97003.11,60
27,10,97003.11,60
35,6,18873.2,1
35,6,18873.2,1
35,6,18873.2,1
35,6,18873.2,1
35,6,18873.2,60
35,6,18873.2,1
35,6,18873.2,1
35,6,18873.2,60
27,12,38491.94,0
27,12,38491.94,0
27,12,38491.94,60
27,12,38491.94,0
27,12,38491.94,0
27,12,38491.94,60
27,12,38491.94,60
27,12,38491.94,60
26,12,7144.98,1
26,12,7144.98,1
26,12,7144.98,1
26,12,7144.98,1
26,12,7144.98,1
26,12,7144.98,1
27,12,7144.98,1
27,12,7144.98,1
46,12,11162.02,60
46,12,11162.02,60
46,12,11162.02,60
46,12,11162.02,60
47,12,11162.02,60
47,12,11162.02,60
47,12,11162.02,0
47,12,11162.02,0
39,14,19934.08,60
39,14,19934.08,60
39,14,19934.08,60
39,14,19934.08,60
39,14,19934.08,60
39,14,19934.08,60
39,14,19934.08,60
39,14,19934.08,60
49,11,65912.38,1
49,11,65912.38,1
1,11,65912.38,1
1,11,65912.38,1
1,11,65912.38,1
1,11,65912.38,1
1,11,65912.38,60
